,user_id,actual,own_rec
51,64,"[  857283  1026118  1114765   825670   902659   831407   993028   987615
  1013928 10351629   828370  1082185  1131344   862349   952893   976998
  1065593  7409951  8116306 14025498 15831223   958594   987562  1040781
  1095100  1127831 12262978   852864  1004906   903230  1050618   859075
   876991   907014   924305  1025581  1119060  1139827  6534544  9419401
  7410336 12427461   907647  1077588  1089392   892920   960142   976955
  1013321  1030819   949023   853456  1044955 12731544  1118120  1054383
  1106523   914484   978913  1035121  1036699  1020184  5565352   845622
   853904   885917   893501   918733   951590   952981   999270  1009368
  1022003  1022529  1038462  1041476  1058930  1093413  1103741  1104205
  1119879  1125837  6979222  8119303 12782181 12988115 13186440 15927850
   953476   856060   962765  1031866  1111839   984669  1065331   853172
   888111   952317  1008673 10285141 17105257   840361   858478  1009959
  1016537  1025611  1074333  1080601  1088835  5590837 10351615   828525
   924610  1108654   894236  1138189  1023093   846823   981877  1059994
  1098066  1110764  8019716 12132685]","[1082185, 995242, 1029743, 1106523, 1133018]"
52,65,"[  906262   961889   930917  1044599  1056775  7025044 16769635   937573
  8358671   902172   920070  1017363  1043301  1044078  1070820  1130858
  7155863 12330856 17208239   986912  1055382 15927935   821741   921744
   971896  1128016  8090521  1004001   839225   958695   912704  1085604
  9837269 15741662 15927190 17169206  1011457   962229   965766  1021715
 15926712]","[1082185, 995242, 1029743, 1106523, 1133018]"
53,66,"[  899624   907061   916381   938700   963228  1007244  1013321  1029743
  1040371  1053690  1085601  1125615 15452032]","[1082185, 995242, 1029743, 1106523, 1133018]"
54,67,"[ 6534178   889882   906493   972437  1098066  8069125 15716050   951590
  1003178  1110764 13417250   833715   847344   870547   965766  1025650
  1042697  1106523   986394  1034886  1065538  5568721 10456379 10457178
 13381483   953677  6039687   848247   868423   879977   899624   915398
   949980   951821   961554   962568   971922   981760   982393   987133
  1008235  1008626  1016782  1029743  1032512  1034176  1041796  1043301
  1043406  1067606  1070538  1072917  1076738  1083840  1099164  1104414
  1107030  1109370  1113415  1120362  1128744  1131550  5978648  6534035
  6534480  7024830  7155863  8014645 10285389 13417761 13910841 13911392
 15596076   914190   940766   957232  1030282  1068719  1079820  1130777
  5568320  7168026 13877231   921438  8154427 15452492   894232   912553
   913578   934507   969494   999198  1010440  1139782  5568729  5591170
  7409548 17179662   937060  1128411  5995340 17179769   883404   890471
   922736   933835   996779  1055646  1056492  1061402  1064213  1081177
  1098844  1115576  1125601  1136375  1138443  6979771  8181355 13073133
 15830665 15926827  1014948  1061080  1055513  1088345  1096106  5978656
 15452605  1069039   835243   865456   908531   985119   993379  1002838
  1102927 15595772   843206   856060   902618   914907   919534   941176
   941797   951197   953476  1008316  1013770  1033615  1038462  1096036
  1133018  1135408  9194664 15716403 15926712 15926725 16809431   826249
   905868   910673   960253   992933  1015848  1067400  1069621  1075601
  1098597  1127025  7167963 10182813 10285141 10285442 12385050   833025
   836916   911812   920205   927360   929231   952981   970171   988675
   991747   995242   995876   998621  1005184  1012759  1077490  1082185
  1139651  5564876  9884698 16100433 16766021 17827644  9673830 15512234
 17105530  1004906  1044078   831063   846830   881608   918733   927191
   941730   945779   999971  1042544  1062408  9526666]","[1082185, 995242, 1029743, 1106523, 1133018]"
55,68,"[ 1040807  1137775  9527158   921614   840361  1029743  1101010   925258
  1106523   834833   849701   854976   856252   866140   883404   896369
   918098   922907   940241   947798   950030   976998   981760   986760
   995876   998556  1004906  1016286  1043590  1075470  1096728  1098066
  1123014  6034221  9365106  9526537 10204823 12949568 14025185   925514
  1085604  7168026 15741667  6534178   879755   947865  9526563   824546
   871756  1082185   915041   924610   957951  1131716   868971   833723
   989101  1080414  1037894   960942   977344  7431990  9526886   852864
   856772   883932   913785   916122   937571   938700   954495   987628
   995242  1016260  1057819  1065593  1070093  1118033  9487603 12301100
 12949943 13909964 15452812   985119]","[1082185, 995242, 1029743, 1106523, 1133018]"
56,69,"[  823704   824555   871061   874354   951526   989075  1016966  1043830
  1053763  1098708  1124507   933067  1099316  9552939  9553399   999198
  1019497  1023830 15926775   857089   898526  1047923   910673   919427
  1051069   951590  1058930  1096343 12810422   951971   833820   840092
   880423   883003   900491   911215   920483   972742   995785  1030040
  1055504  1068719  1082185  1104056  5570109  1007195   851676   971325
   988791  1004906  1027068  1062002  1070845 12810393  1051305  1106186
  1109516   985119  1007191  1033615  1062966   826249   837270   892166
   907014   917494   988460  1013999  1036432  1037863  1050131  1055646
  1059902  1077490  1099089  9526886 12263604 13910885   921614   936117
   944137   952981  1044078  1123434   844165   845163   893258   925258
   931532   948832  1044188  1054262  1092026  1121384  1133018  8249499
   934260   960253   971504  1112905 12754585   857810  1027569  1087398
 15830493 17105257   850562  1068561 12301109   869857   884897  1005186
  1108429 13511722   839147   866211   904375   923967   945779   963228
   982955  1138443  9526627]","[1082185, 995242, 1029743, 1106523, 1133018]"
57,70,[1039156],"[1082185, 995242, 1029743, 1106523, 1133018]"
58,71,"[  917438  1041157  1056509  9836106 15926884   834484   844165   907128
   908531   914190   995242  1092026  1132280 10149656 10182813 10285133
 15926886   841179   916847   926265   941484   972794]","[1082185, 995242, 1029743, 1106523, 1133018]"
59,72,"[  819330   820560   839243   844179   849315   860776   865705   871722
   875413   877391   890283   905582   914190   938596   945273   945805
   951313   963286   972445   978906   979452   987234   989703   991874
   993768  1001277  1021704  1033142  1040693  1049788  1061032  1064945
  1070820  1077048  1082159  1082185  1083045  1086367  1106064  1115098
  1127831  1134398  5570109  5585510  8090521  8145408 10363795 10456196
 12385434 12487154 13511199 15511891 16806019   832311   836393   870780
   872848   903524   957267   961791   994928  1000707  1013247  1022254
  1026360  1027569  1041259  1045586  1053058  1070702  1071652  1073775
  1077643  1078082  1087753  1098844  1099190  1120928  1125948  5569595
  5570048  7025193  8019681  9270664  9297574 12695977 13446984   846833
   866227   884731   898121   902396   913623   917381   920337   921920
   922460   924352   933913   954179   956127   975134   979707   987410
  1044299  1054262  1075582  1077276  1078346  1109352  1122568  1123792
  6034857  6463943 12599694  1032967  1114522 12812274]","[1082185, 995242, 1029743, 1106523, 1133018]"
60,74,"[  820165   845208   959409   976841   981760  1022254  1098248  1106523
  1131892 15926927  1005186   860439   899459   998373  1105488  1109352
  5591170 12670071 15686741   827683   913490   925626   986912  1058021
  1133018]","[1082185, 995242, 1029743, 1106523, 1133018]"
61,75,[801564 480004 562184 480014 707683],"[1082185, 995242, 1029743, 1106523, 1133018]"
62,76,[965530],"[1082185, 995242, 1029743, 1106523, 1133018]"
63,77,"[  818980   819927   829323   836281   849578   861021   879701   880150
   882109   903325   908531   915621   926025   926318   944466   960142
   966348   983278  1023633  1025641  1030040  1039081  1055425  1057365
  1074405  1077430  1082185  1082212  1101502  1106523  1121393  1126899
  1135995  5592736  6463742  6979128  8067128  8149474  9485347  9553031
  9677874  9837654  9912215 12518330 12807976 13417502 13776649 13777225
 13877183 13910505 13910841 15736860 15741540 15972571   831018   834491
   844740   845288   847637   849843   859075   873964   881917   884519
   893018   898011   919534   944486   945200   952657   956609   983584
   992151   999971  1004705  1025816  1028950  1031099  1034982  1038217
  1070702  1070820  1072174  1094474  1098248  1101422  5569471  6463504
  6463754  9655212  9859060 10457401 10457532 12487919 12731701 12781278
 12946027 13095255 13115602 13777085 15452200 15973171   820082   857503
   871252   883418   974177   975155   981760   994637  1003188  1029504
  1043064  1050286  1061529  1070538  1078346  1080830  1089705  1094619
  1109598  1130716  5565356  5592772  5978656  7168968  8019954  8091654
  8119302  9297516  9446855  9526397  9526624  9925205 12731667   827373
   852864   865885   916122   967065  1007752  1011736  1103741  1113780
  8149620 12384332 12384697 13513326   843898   894447   899624   901062
   913666   944139   955921   968417   989249   996123  1010029  1013321
  1014948  1048918  1053282  1074594  1079023  1100691  1106872  1130111
  1134810  6463947  6979030  7410071  9677202 10149863 10285144 12670116
 15596279]","[1082185, 995242, 1029743, 1106523, 1133018]"
64,78,"[  835098   920308 13944659   849843   896369   899736  1003836  1039627
  8205218  5995609  9420336  9573206   923746   940731   950098   975620
   995055  1003188  5570408  5591038  6396289  6773232  7410071  9420312
 13986921 13986925 13987135 16809497   820291   930385   952972  1033707
 10285328  1088683  1127338 10457237   968932  5591154  5995692  9337280
 13511257 16733319  1120741  1052325 13775274   913806  1048325  1082185
   838739   904493  1067779  1132770 13506207]","[1082185, 995242, 1029743, 1106523, 1133018]"
65,79,"[ 6463550  5978648   848128   882826   892386   919596   922103   938217
   962568   968215   972456   987563  1009046  1041984  1059922  1090953
  1105488  1127328  1131236  5978656  6034221  6396588  6979025  8019396
  8249214  9831733 12352204 12524067 12524190 14050428 15596488  6533889
   861027   864741   974988   996506  1010164  1016994  1017841  1053690
  1063618  1070015  6463843  9487769 15973205 16805948   896522   912553
   921852   944167   970619  1005186  1021599  1043064  1067271  1082185
  1087411 12301743 15596933  1103513]","[1082185, 995242, 1029743, 1106523, 1133018]"
66,80,"[ 6534178   938700   973861   976621   976955  1013321  1030819   952280
  1005186  1074405  1081853  1124729  1129576 13877197   819518   862682
   885697   909894   995242   995660  1046555  1085604  6424464  6464069
  7410335  9297561 10356553 16219521   864658   866211   891542   900145
   909138   938599   942348   951971   952408   971922   974179   976214
  1009200  1012873  1046957  1076781  1101932  1128647  9911484 12754110
 17284629  6961519   840361   847186   896369   959179  1029743  5565392
   874618  1068830  5565612   820165   826249   828331   829315   831763
   833754   835098   836445   840102   844179   845705   848247   855468
   863447   864615   871722   877662   883404   883963   884145   887526
   889649   892500   895166   896602   897306   903852   911156   913270
   920432   932182   937845   948254   948650   970952   977481  1003188
  1004705  1008715  1015048  1037337  1039156  1041829  1051001  1055504
  1055772  1056887  1059904  1063577  1078741  1080581  1080841  1082814
  1084203  1094352  1098066  1101173  1103741  1113619  1115896  1116207
  1117905  1121410  1134821  7443351  9333437 13008270 15830972 15831123
   858424   889188   889774   907014   923997   947200   974306   989935
  1045796  1050131  1053763  1099058  1125477 12185599 12301396 13190679
   833025   834484   907652   945611   968992  1123420  9212025 10198378]","[1082185, 995242, 1029743, 1106523, 1133018]"
67,81,"[ 7410346   906262   938431  7461889  9419419  9527487 12330274   844165
   865330   910635   918771   988136   988460  1003421  1014146  1021248
  1038511  1051305  1061228  1074594  1100830  1128665  7440663  9487927
   909894   949965   981944   994928   999971  1115335   840601   882146
   882830   890657   898847   911724   961458  1029268  1029743  1031923
  1033615  1081355  1082172  1096036  7442307 10341855 10341940   869029
   892630   971922  1048893  1093413  9526563   834103   977654  1110843
  9655572   886372]","[1082185, 995242, 1029743, 1106523, 1133018]"
